num,date,mos,mean_temp,min_temp,max_temp,rain,wind,hum,atm,sun,cloud,g_temp,b_eva,s_eva
1,2015-05-01,2783,21,15.9,27.2,,2.5,58.8,1003.3,22.1,0,25.1,3.5,5.2
2,2015-05-02,2783,20.7,15.8,26,0.5,2.1,64.4,1001.7,15.2,7.1,23.7,1.6,2.8
3,2015-05-03,2998,18.3,17.1,19.6,3.5,2.1,90.4,997.2,5.3,8.9,19.7,0.3,0.6
4,2015-05-04,3392,16.1,12.5,20.1,,4.2,45.9,998.9,24.2,1.6,21.2,5.1,6.1
5,2015-05-05,3137,14.2,8.3,19.9,,3.4,37.9,1001.3,25.1,0.1,20.6,4.6,5.7
6,2015-05-06,2849,15.4,9.8,22,,2.4,36.3,1001.6,16.2,6.8,18.5,4.1,4.8
7,2015-05-07,2819,16.5,10.6,24,,2.6,35.6,1002.3,18.9,6,22.4,3.4,5
8,2015-05-08,2926,16.7,11.7,22.7,,2.5,64.3,1002.8,14.5,8.6,21.8,2.5,3
9,2015-05-09,-,17.6,12.6,24,,3,55,1002.7,21.6,4.6,25.1,4,6
10,2015-05-10,-,19.1,13.5,25.9,,2.3,39.6,1006.7,23.4,2.6,25.9,4.6,5.7
11,2015-05-11,-,18.4,14.4,24.1,14,3,62.1,999.2,13.3,8,23.3,1.5,1.8
12,2015-05-12,1713,13.3,10.3,17.5,9.5,6.4,75.9,989.6,12.8,7.4,16.7,2.1,2.8
13,2015-05-13,2323,17.4,11.8,21.4,0,5.3,56.9,993.6,23.4,1.8,19.3,3.7,5.3
14,2015-05-14,5430,20.4,15.3,26.6,,3.3,63.8,996.7,19.2,4.8,22.7,2.7,4.5
15,2015-05-15,8425,19.1,16.3,23.7,,2.7,71,998.7,10.6,6.3,19.8,2.1,2.6
16,2015-05-16,3935,18,11.6,25.2,,3,41.3,1000.1,25.6,0.4,23,4.1,6.1
17,2015-05-17,6276,18.6,11.7,25.2,,2.2,40.4,1000.5,21.2,4.8,22.6,4.8,6
18,2015-05-18,7851,17.7,13.7,22.2,,3.2,53.9,994.9,13.6,8.4,20.1,2.3,3.2
19,2015-05-19,10366,14.8,13,16.2,1,3.6,88.9,996,3.3,9.4,16.7,0.1,0.2
20,2015-05-20,2926,16.3,10.6,21.9,,3.1,60,998.5,24.9,2,22.1,3.8,5.2
21,2015-05-21,16089,18.7,12.6,26,,3.7,50.1,1003.2,24.6,2.5,25,5.1,6.2
22,2015-05-22,3450,20,13.7,27.2,,2.9,45.3,1003.6,24.5,2.9,26.6,5.4,6.5
23,2015-05-23,3479,20.6,13.6,28.3,,2.5,38.5,1001,23.7,1.9,26.2,5,6.4
24,2015-05-24,10082,21,14,28.5,,2.4,37.3,998.5,25.6,0,28.9,4.6,6
25,2015-05-25,10540,20.8,14.4,28.7,,2.7,53.1,998.9,24.4,0,29.1,5.3,6.4
26,2015-05-26,5488,21.5,14.1,30.3,,2.7,48.9,1001.4,25.5,0.1,29.8,4.3,6.8
27,2015-05-27,4262,23.2,14.4,31.5,,2,32.9,1000,25.8,2,31,6,7.3
28,2015-05-28,4636,24.3,16.7,32.2,,2.2,27.1,998.7,23.3,2.8,30.6,5.5,6.7
29,2015-05-29,16214,23.8,18.5,29.8,,2.5,36.8,997.2,18.4,7.3,30.4,4.5,5.4
30,2015-05-30,5448,19.8,17,23.2,0.4,2.9,71,995.3,9.2,6.1,21.3,2.1,2.7
31,2015-05-31,5350,22.1,15.3,30.4,,2.2,52.8,998,23.7,3,29.7,5.9,6.3
32,2015-06-01,10706,21.7,15.8,28.5,,2.6,44.6,1000,20,5.6,26.9,4.9,5.6
33,2015-06-02,4828,23.1,18.1,29.8,,2.7,46.9,997.9,21.9,7.8,29.9,5,6.6
34,2015-06-03,4857,23.3,17.1,29.4,,3.8,33.3,997.4,26.6,2.6,31.6,7.3,8.5
35,2015-06-04,3269,24.2,17.1,31.5,,2.6,28.9,999.4,,4.6,32,5.5,6.4
36,2015-06-05,3304,19.1,17.5,22,1,1.7,58.8,996.8,5.9,9.3,19.6,0.5,1.2
37,2015-06-06,3455,22.4,16.4,28.9,,2.3,50.4,1001.9,23.1,3.5,29.8,3.3,6.2
38,2015-06-07,3721,23.4,18.7,31.5,,2.3,46.8,1003.1,20.5,3.4,30.2,4.9,6.4
39,2015-06-08,3440,22.4,18.2,27.8,,2.3,54.9,997.5,14.7,7.9,28.3,3.7,4.3
40,2015-06-09,3466,22.2,18.8,28.1,,2.9,66.3,997.1,19.7,4.1,27.9,4.1,5.9
41,2015-06-10,3161,25.3,17.6,34.9,,2.2,54.3,997.5,23.5,2.6,33.9,5.5,7
42,2015-06-11,3713,24.6,20.7,30.2,7.5,2.8,59.6,991.9,11.5,7.3,27.9,3.6,4.1
43,2015-06-12,3399,23.6,19.4,29.9,0.5,3.8,63.1,993.3,22.5,5.8,27.5,3.5,5.3
44,2015-06-13,4172,24.7,20.1,30.9,0.5,3.2,61.9,994.9,16.8,7.1,26.8,2.7,4.4
45,2015-06-14,5474,22.8,17.8,27.7,15.5,2.7,70.3,997.5,19.5,5.3,26.6,3.9,4.7
46,2015-06-15,4680,24.2,19.6,30.6,,2.2,65.6,997.1,18.6,6.3,26.4,3.8,4.8
47,2015-06-16,4599,25,20,30.9,,2.4,65.9,995.1,21.1,4.6,28.8,3.6,4.9
48,2015-06-17,4662,23.4,20.2,30.8,9.5,2.6,72.8,994.5,15.3,5.4,26.2,2.7,3
49,2015-06-18,4421,24.8,19.6,31.3,3,2.7,59.4,995.9,20.2,7.1,25.7,3.6,5.9
50,2015-06-19,3577,24.5,20,29.9,,2.9,57.8,998.2,18.9,5.8,25.6,4,4.6
51,2015-06-20,4412,19.6,17,22.6,44.5,1.8,91,999.1,3.3,7.5,20.5,0.1,0.2
52,2015-06-21,3039,22.4,15.6,29.6,,2,69.1,999.9,23.2,0.9,25.5,3.8,5
53,2015-06-22,4497,24,19.4,29.1,,2.4,60.4,999.9,21.9,3.8,26.5,2.4,5.2
54,2015-06-23,6747,24.7,19.7,31,,2.3,64.1,1000.6,20.8,2.9,27.4,4.4,5.2
55,2015-06-24,4712,25.7,21.1,30.6,,2.5,58.3,998.6,18,6.1,27.6,4.1,5.2
56,2015-06-25,4104,24.8,21,29.1,2,2.1,65.1,993.4,11.9,8.9,27.3,2,2.2
57,2015-06-26,5243,21,18,25.3,12.5,3.3,75.8,988.4,10.4,9.6,22.6,2.2,2.7
58,2015-06-27,4730,25.2,19.2,31.1,,2.2,55.3,996.1,26.2,3.1,27.5,5.3,5.8
59,2015-06-28,5286,25.4,21,31.1,,2.6,61.8,999.3,23.3,3,28.3,2.3,5.4
60,2015-06-29,7108,25.7,21.2,30.6,0,2.8,61.8,996.8,22.5,6.8,29.7,4.8,5.2
61,2015-06-30,7146,24.4,21.9,29.2,2.5,1.7,70,988.7,8.5,9.1,25,1.9,2.1
62,2015-07-01,8700,23.7,21,27.9,0.5,3.8,66.3,985.8,23,4.4,28.3,3,5.8
63,2015-07-02,9520,23.7,20.4,29.3,,4,64.5,991.2,20.6,4.6,28.3,3.1,5.6
64,2015-07-03,11659,23.3,19.2,28.3,,3,62.6,995.4,22.5,2.1,28.2,7.6,8
65,2015-07-04,8229,24.1,18.2,29.9,,2.2,55.8,999.1,20.9,1.9,29.7,4.3,5.3
66,2015-07-05,7150,24.2,20.1,29.6,,2.3,57.4,1000.9,18.2,5.1,27.7,3.8,4.8
67,2015-07-06,8613,25.3,20.2,32.5,,2.2,54.3,1001.1,20.4,3.9,30.9,4.5,5.3
68,2015-07-07,8141,25.6,21.4,29.7,,2,52.1,1000.1,14.8,7.6,29.7,2.7,3.1
69,2015-07-08,6335,23.4,20.7,26.3,0.5,4,69.8,1001.6,12.4,9.4,26.1,2.3,3
70,2015-07-09,7024,26.5,22.1,31.8,,2.9,61.3,1004.2,14.1,6.8,29.3,2.1,3.8
71,2015-07-10,7240,29.2,23.6,34.3,,1.9,60.9,1002.9,18,5.6,33.2,5.5,6.4
72,2015-07-11,6338,30.4,25.7,36,0,2.1,60.3,999,18,7.5,34.9,3.9,4
73,2015-07-12,5818,24.8,24,28,29,4,94.1,986,4.8,10,25.9,0,0
74,2015-07-13,6278,23.1,21.4,24.9,10,5.2,90.8,983.3,3.5,9.5,23.6,1.3,1.9
75,2015-07-14,6505,26.1,22.5,31.4,,3.5,72.4,993.3,20.5,5,27,3.2,4.8
76,2015-07-15,6136,27.9,22.7,33.9,,2.9,58.8,996.4,19.5,3.3,28.7,4.6,5.5
77,2015-07-16,4380,24.7,20.6,28.9,,5,51.3,997.4,21,3.9,27.8,5.4,5.7
78,2015-07-17,4200,23.6,18.4,28.6,,3.6,49.8,996.5,18.7,6.1,26.8,4.4,5.5
79,2015-07-18,5005,24.3,22.3,27.8,0.5,2.2,63.5,999.2,8.9,9.9,27.7,0.7,0.9
80,2015-07-19,5225,25.1,21.3,29.8,5,1.8,77.4,1000.9,12.7,8.6,26.2,3,3.1
81,2015-07-20,-,27.5,24.4,31.2,,2.4,71.4,998.9,10.5,8.5,27.2,0,0
82,2015-07-21,5753,27,24.6,29.6,11,1.6,81.6,996.7,7.5,9.5,27.2,0.7,1.9
83,2015-07-22,5426,27.7,25.3,31.7,1,1.8,76.9,996,8.6,8.5,28.6,1,1.9
84,2015-07-23,4390,26.9,24.9,32.1,16,2.1,81,996.7,8.6,9.5,27.5,0.2,0.5
85,2015-07-24,6509,24.7,22.6,25.4,26.5,2,96.9,994.8,3.8,10,26,0,0
86,2015-07-25,5340,25,24.4,26.4,80,3.2,95.1,995.7,1.9,10,25.4,0.1,0.2
87,2015-07-26,5065,26,23.5,30,40.5,2.6,85.5,998,14.1,8.4,25.4,1.5,2
88,2015-07-27,3947,26.2,24.4,30,1.5,2.3,86,998.2,9.4,8.4,25.5,1.8,2.3
89,2015-07-28,5054,27.7,24.6,31.2,0,2.7,74.4,997.9,16,7.3,28.8,2.3,2.7
90,2015-07-29,4615,26.7,24.8,28.8,4,2.6,82.9,996.4,5.5,8.4,26.2,0.4,1.1
91,2015-07-30,5203,28.6,25.5,33.1,,3.5,76.4,998,15.1,6.9,28.6,3.3,4.5
92,2015-07-31,5598,27.9,26.2,32.4,,2.7,74.3,999.1,14.9,6.6,29.3,3.3,3.8
93,2015-08-01,11746,28.2,26,31.6,,3.1,72.8,999.6,11.4,6.9,28.7,0.7,0.9
94,2015-08-02,7186,26.5,24.1,29.2,16.5,2.7,84.3,999.8,7.7,8.4,26.5,1.6,2
95,2015-08-03,8809,27.9,25.6,31.5,0,3.8,71.5,998.6,12.7,5.8,29.1,2.9,3.7
96,2015-08-04,6972,27.5,25.4,30.8,,4.5,73.3,996.7,9.8,8.5,27.2,4.9,6.6
97,2015-08-05,4902,28.6,25.9,32.7,0.1,3.7,67,998.1,15.8,6.6,29.7,3,4
98,2015-08-06,4832,29.3,24.5,34.4,,2,64.5,1001.9,21.5,3.1,31.6,5,5.3
99,2015-08-07,5335,28.9,26,34.4,11,1.4,71.3,1004.8,15.1,2.8,32.6,1.3,3.5
100,2015-08-08,5799,26.6,24.3,33,7.5,2.1,79.1,1003.5,11.7,6.5,27.2,1.2,1.6
101,2015-08-09,4441,26.7,23.3,31,,2.1,74.4,1001.1,16.8,6.6,28.4,3.8,4.2
102,2015-08-10,5086,27,23.9,32,,2.3,72.1,999.6,18.8,6.5,28.7,3.5,4.3
103,2015-08-11,5275,26.8,24.5,30.6,,2.1,73.6,997.5,11.2,6.4,27.8,1.7,2.5
104,2015-08-12,6053,27.3,22.1,32.9,,2,67.5,994.6,19.9,2,31,4,4.6
105,2015-08-13,7524,26.5,23.9,31.1,0,1.9,68.6,994.8,14.6,4.8,29.5,2.9,3.6
106,2015-08-14,8846,26.9,22.7,32.5,,2.4,66.4,995.8,18.5,3.9,30.9,3,4.2
107,2015-08-15,8844,27.1,23.1,30.8,0.1,1.9,70.4,998.1,13,4.3,29.5,2.5,2.8
108,2015-08-16,7406,25.8,20.7,31.2,29,2,74.9,997.6,9.4,8.3,29.3,0.3,1.2
109,2015-08-17,6111,26.6,19.8,32.9,,2.2,61.5,998.4,20.2,3.3,28.6,3.7,4.5
110,2015-08-18,6120,27.9,24.1,32.2,,2.5,59.9,1002.4,16.3,5.1,27.5,3.1,3.7
111,2015-08-19,5487,26.8,24.2,29.7,0,1.8,70.3,1003,9,8.6,26.9,1.6,2.1
112,2015-08-20,4602,25.4,24.2,28.1,0.4,1.7,75.5,999.2,6.4,9.6,26.4,0.1,0.2
113,2015-08-21,4799,25.2,23,29.3,2.5,2,78.3,994.7,10.4,7.1,25.8,1,2
114,2015-08-22,5413,25.5,23.4,29.6,0,2.5,69.8,995.4,14.1,6.9,26.9,3.1,4.4
115,2015-08-23,7639,26.3,20.9,31.7,,1.7,65.5,997,17.8,4.4,28.2,2.7,3.6
116,2015-08-24,7337,26.3,23.3,30.3,,3.8,60.6,997.3,12.7,6.8,27.6,3.5,4.1
117,2015-08-25,4678,21.7,19.2,24.5,5.5,3.2,76.4,992.7,4.2,9.9,22.7,0.4,0.6
118,2015-08-26,9949,21.9,18.9,25.3,0,2.9,68.4,995.6,11.4,8.5,22.3,1.8,2.8
119,2015-08-27,9093,24.7,21.2,30,0,3.1,61.1,996.9,21.8,1.9,27.3,4.7,5.2
120,2015-08-28,8316,23.2,19,28.1,0.3,1.7,69.4,998.3,12.6,5,24.7,2.5,3
121,2015-08-29,6635,24.4,19,30.8,,1.7,65.8,999,17.3,1.3,28.4,2.4,3.5
122,2015-08-30,7532,24.9,19.9,31,0,1.6,65.9,1000.7,18.1,1.3,29.4,1.9,3.9
123,2015-08-31,7674,25.9,21,31.2,,1.9,62.9,1001.7,16.2,3.8,28.8,4.8,5.5
124,2015-09-01,5831,25.9,22.6,30.7,,3.4,59.4,1000.4,16.9,7.4,28.3,3.4,4.7
125,2015-09-02,4541,23.9,22,27.7,0.5,2.1,72.8,1001.7,8.7,8.5,26.1,0.7,1.9
126,2015-09-03,4794,23.9,19.8,28.2,18,2.3,75.1,1001,16.1,4.1,25.7,3.8,4.5
127,2015-09-04,5408,24.8,20.6,30.7,,2.2,68.5,1001.9,15.1,5,25,3,3.5
128,2015-09-05,7523,21.9,19.4,23.6,5,2.1,79.8,999.1,5.1,9.4,23.5,1.1,1.9
129,2015-09-06,4481,22.2,19.3,26.2,,3.7,60.4,997.9,14.4,4.8,22.8,3,3.4
130,2015-09-07,4242,22.6,16.8,28.7,,2.4,52.9,1002.8,20.4,0.5,23.5,4.5,4.6
131,2015-09-08,4475,22.7,16.2,28.9,,3.2,43.6,1006.1,21.4,0,25.2,5,5.4
132,2015-09-09,3880,22.4,15.3,30.1,,2.9,42.9,1006.5,20.5,0.4,25.8,2.9,4.7
133,2015-09-10,3629,22.4,17,28.4,,2.4,62.3,1004,19.7,0.9,26.8,3.6,4
134,2015-09-11,3675,21,16.8,24.4,2.5,2.1,76.4,1000.2,7.4,9.3,23.4,0.5,0.9
135,2015-09-12,4924,19.2,15.5,24,,1.9,60.4,999.8,11.8,7.9,22.4,1.8,2.6
136,2015-09-13,4670,20.2,15.2,26,,2.6,54.1,1006.7,20.1,0.5,23.9,3.5,4
137,2015-09-14,#VALUE!,22.1,16.4,27.8,,1.6,61.1,1011.3,14.4,3.6,24.3,3.3,3.9
138,2015-09-15,-,22.8,17.4,28.7,,2.2,48.5,1010.4,19,3.8,26.4,5,5.7
139,2015-09-16,3822,21.6,16,26.7,,2.5,45.5,1008,19.6,4.8,25.5,3.3,4.8
140,2015-09-17,2987,21.4,15.5,27.6,,3.1,46.4,1007.1,19.7,1.5,26.1,4.1,4.7
141,2015-09-18,3089,21.9,15.9,29.2,,2.4,52.1,1006.6,18,2.5,26.3,3,4.4
142,2015-09-19,3493,22.3,17,29,,2.4,58.3,1003.6,17.5,2.6,26.4,3.5,4.2
143,2015-09-20,3452,22.1,17.9,28.3,,2,69,1002.3,13.6,4.5,24.7,2.5,3.1
144,2015-09-21,3704,22.6,16.5,29.4,,1.5,62.1,1004.3,14.1,0.4,25.8,2.8,3
145,2015-09-22,3825,23.9,18,31,,1.8,48.4,1005.3,17.1,0.5,26.7,4.2,4.4
146,2015-09-23,4074,22,19,26.1,,1.7,57.9,1000.9,7.2,6.6,22.7,3,3.6
147,2015-09-24,3084,23.4,17.5,30.6,,1.9,56.4,997.6,16.2,3,26.5,4,4.4
148,2015-09-25,3192,23.4,19,29.8,,2.5,56.5,997.6,14.8,2.9,26.9,1.9,4.7
149,2015-09-26,3533,22.4,17.9,28,,1.8,54.5,1001.2,14.5,1.9,25.4,3.2,3.4
150,2015-09-27,3155,21.9,14.2,29.8,,1.9,39.4,1004.9,17.5,0,24.6,3.8,4.9
151,2015-09-28,3593,21.4,15.5,28.3,0,1.6,39.6,1009.4,11.2,5.8,22.2,2.9,3.4
152,2015-09-29,3842,22.1,15.9,28.2,,2.3,36.6,1013.5,17.1,3.4,25.2,3,4.7
153,2015-09-30,4161,21.3,19.4,26.2,,2.6,45.3,1010.9,9.7,8.9,24.9,1.6,1.8
154,2015-10-01,3169,16.3,10.7,19.7,35,3.6,77.5,993,1.7,8.3,17.8,1.4,1.8
155,2015-10-02,980,16.5,8.6,21.5,,3.7,53.5,1003.5,14.1,2.8,16.4,3.4,3.6
156,2015-10-03,5026,19.2,13.3,24.5,,3.8,49.4,1008.2,15.9,4.5,19.7,3.6,4.1
157,2015-10-04,2571,16.6,11.2,22.4,,1.8,38.9,1015.9,12.4,6.3,17.1,1.9,2.5
158,2015-10-05,2453,18,11,25.6,,1.9,49.4,1013.3,16.3,0.1,17.9,1.6,2.5
159,2015-10-06,1902,18.7,12.1,26.3,,1.9,57.5,1010.8,15.1,0,18.5,1.5,2.3
160,2015-10-07,2386,19.6,14.1,25.7,,1.4,67.5,1007.4,11.9,4.8,19.1,1.5,1.7
161,2015-10-08,1959,20.1,15.7,26.4,,2.3,61.1,1001.8,14.5,3.9,21.2,3.3,3.6
162,2015-10-09,1935,16.2,12.8,20.5,,3.7,43.8,1000.7,16.5,0.8,19.1,5.4,6
163,2015-10-10,1466,12.8,10.4,17.2,3.5,2.2,70.9,999.7,4.7,8.6,15.6,0.4,0.4
164,2015-10-11,560,10.8,8.1,14.4,3.5,2.4,72.6,1002.1,6,6.8,12.6,2.2,3.1
165,2015-10-12,394,12.3,8.2,17.9,,2.7,56.5,1007.1,15.2,2.3,14,1,2.8
166,2015-10-13,898,15,7.8,21.3,,2.5,66.4,1009.7,13.8,0.8,14.7,2,2.9
167,2015-10-14,1524,17.1,10.9,24.5,,1.6,64.6,1010.3,14.1,0.1,17,1.7,2.4
168,2015-10-15,1599,17.9,12.1,26.1,,1.8,62.1,1009.5,13.2,3.1,17.3,2.3,2.5
169,2015-10-16,1745,17.5,13.2,24.2,,1.8,71,1009.5,10,2.4,18.1,1.5,1.7
170,2015-10-17,1821,18.7,12.4,26.6,,1.7,64.8,1010.4,13.8,0,18.1,4,4.5
171,2015-10-18,2028,17.9,12.4,24.2,,1.3,65.1,1010,11.7,0.1,17.6,1,2.5
172,2015-10-19,2131,18.1,13.6,23.9,,2,67.4,1007.2,10.7,0.5,18.1,2,2.4
173,2015-10-20,2489,18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
174,2015-10-21,"2,338",18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
175,2015-10-22,"2,604",18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
176,2015-10-23,"2,422",18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
177,2015-10-24,"4,177",18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
178,2015-10-25,"2,153",18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
179,2015-10-26,"1,785",18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
180,2015-10-27,"1,212",18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
181,2015-10-28,252,18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
182,2015-10-29,326,18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
183,2015-10-30,151,18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
184,2015-10-31,27,18.8,15.4,25.1,,1.6,69.5,1007,10.8,2.9,19.3,0.4,0.7
185,2016-05-01,-,18.8,12.2,26,,2.2,40.5,1003.5,17.1,5.6,20.2,2.8,4.4
186,2016-05-02,-,21.1,16.5,28.4,16.5,2.2,64.5,1001.1,15.9,7,24.4,0.6,1
187,2016-05-03,2123,12.9,8.9,17.6,27,4.9,86.1,984.5,1.6,10,14.8,0.4,0.9
188,2016-05-04,200,15.7,10.2,20.6,,5.1,46.6,993.6,24.9,1.6,16.6,4.5,5.6
189,2016-05-05,1965,18.9,10.2,26.9,7.5,1.7,50.8,1002.5,21.6,4.5,20,3,4.4
